object_code;measurement_date;measurement_reference;quantity_code;parameter_type;parameter_specification;value_measured;unit_measured;value_calculated;unit_calculated;classification_code
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;DIATM;Actinoptychus senarius;2;n;14440;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;PHYTPT;Biota;2;n;150375;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;PHYTPT;Chlorophyta;4;n;300751;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;PHYTPT;Cryptomonadales;7;n;50541;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;PHYTPT;Khakista;15;n;787980;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;PHYTPT;Khakista;1;n;7220;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;DIATM;Thalassiosira;2;n;14440;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;NUMBPERVLM;DIATM;Thalassiosira nodulolineata;51;n;368231;n/L;NA
SCHLD_0001;2011-03-28T00:00:00Z;2011004295;EQPMNT;NA;NA;0;DIMLSS;0;DIMLSS;SAMPSTCK
SCHLD_0001;2011-04-12T00:00:00Z;2011004695;NUMBPERVLM;DIATM;Actinoptychus senarius;1;n;800;n/L;NA
SCHLD_0001;2011-04-12T00:00:00Z;2011004695;NUMBPERVLM;PHYTPT;Biota;7;n;2372881;n/L;NA
SCHLD_0001;2011-04-12T00:00:00Z;2011004695;NUMBPERVLM;PHYTPT;Biota;3;n;225563;n/L;NA
SCHLD_0001;2011-04-12T00:00:00Z;2011004695;NUMBPERVLM;DIATM;Chaetoceros subtilis;3;n;21660;n/L;NA
SCHLD_0001;2011-04-12T00:00:00Z;2011004695;NUMBPERVLM;PHYTPT;Chlorophyta;1;n;75187;n/L;NA
SCHLD_0001;2011-04-12T00:00:00Z;2011004695;NUMBPERVLM;PHYTPT;Choanoflagellatea;3;n;1016949;n/L;NA
